Acedamic percentage in Operating Systems,percentage in Algorithms,Percentage in Programming Concepts,Percentage in Software Engineering,Percentage in Computer Networks,Percentage in Electronics Subjects,Percentage in Computer Architecture,Percentage in Mathematics,Percentage in Communication skills,Hours working per day,Logical quotient rating,hackathons,coding skills rating,public speaking points,can work long time before system?,self-learning capability?,Extra-courses did,certifications,workshops,talenttests taken?,olympiads,reading and writing skills,memory capability score,Interested subjects,interested career area ,Job/Higher Studies?,Type of company want to settle in?,Taken inputs from seniors or elders,interested in games,Interested Type of Books,Salary Range Expected,In a Realtionship?,Gentle or Tuff behaviour?,Management or Technical,Salary/work,hard/smart worker,worked in teams ever?,Introvert,Suggested Job Role
93,79,60,64,82,65,71,79,66,12,6,0,7,7,no,yes,yes,app development,game development,no,yes,poor,medium,parallel computing,testing,higherstudies,product development,no,no,Satire,Work,yes,stubborn,Technical,salary,hard worker,yes,no,Applications Developer
86,73,78,78,69,94,92,69,65,7,4,5,1,4,no,yes,no,shell programming,game development,yes,no,medium,medium,hacking,Business process analyst,higherstudies,Product based,yes,no,Action and Adventure,salary,yes,gentle,Management,salary,smart worker,no,no,Applications Developer
68,84,86,78,74,84,70,83,74,8,4,4,8,4,no,no,no,distro making,cloud computing,yes,yes,poor,poor,programming,Business process analyst,higherstudies,BPA,no,no,Fantasy,Work,yes,gentle,Technical,work,smart worker,no,yes,Applications Developer
87,60,64,73,63,60,84,82,94,8,6,4,2,7,yes,no,no,distro making,database security,yes,no,poor,excellent,networks,security,higherstudies,SAaS services,no,no,Health,salary,no,stubborn,Management,work,smart worker,yes,no,Applications Developer
82,89,66,81,85,62,63,88,86,11,1,0,6,6,yes,no,yes,hadoop,system designing,yes,no,excellent,excellent,cloud computing,security,job,Testing and Maintainance Services,yes,yes,Health,Work,yes,stubborn,Management,work,hard worker,no,yes,Applications Developer
88,80,75,64,80,78,86,72,71,8,3,1,5,4,yes,no,yes,full stack,data science,yes,no,medium,poor,Computer Architecture,developer,job,Finance,yes,no,Romance,Work,no,stubborn,Management,salary,hard worker,yes,no,Applications Developer
77,90,73,71,82,75,69,60,68,10,8,4,4,9,yes,yes,no,app development,testing,yes,no,medium,excellent,parallel computing,cloud computing,job,Product based,yes,yes,Romance,Work,yes,gentle,Management,salary,smart worker,no,yes,Applications Developer
73,87,66,94,79,70,90,80,93,12,5,4,3,6,no,no,no,app development,web technologies,no,yes,medium,medium,networks,cloud computing,job,product development,no,no,Drama,Work,no,stubborn,Technical,work,smart worker,no,no,Applications Developer
91,79,69,84,67,75,88,82,73,8,1,5,2,7,yes,yes,no,python,database security,yes,yes,excellent,poor,cloud computing,system developer,higherstudies,Finance,no,yes,Biographies,salary,yes,stubborn,Technical,work,hard worker,no,yes,Applications Developer
77,86,86,71,65,82,60,75,72,11,4,0,5,5,no,no,no,shell programming,data science,yes,yes,medium,excellent,Management,cloud computing,higherstudies,Sales and Marketing,yes,no,Horror,Work,yes,gentle,Management,salary,hard worker,yes,yes,Applications Developer
63,90,70,63,79,87,79,66,67,10,3,0,3,5,no,yes,yes,shell programming,hacking,no,no,medium,medium,programming,cloud computing,higherstudies,Finance,no,no,Health,salary,no,stubborn,Technical,salary,hard worker,no,no,Applications Developer
78,82,84,70,80,82,74,94,68,7,2,6,3,2,yes,yes,yes,full stack,database security,no,no,excellent,poor,networks,cloud computing,higherstudies,BPA,yes,yes,Science,salary,yes,stubborn,Management,work,smart worker,no,no,Applications Developer
93,84,69,60,73,67,83,65,67,10,2,1,7,1,yes,no,no,machine learning,game development,no,yes,poor,poor,parallel computing,Business process analyst,job,Testing and Maintainance Services,no,no,Diaries,Work,yes,gentle,Management,work,hard worker,no,yes,Applications Developer
88,73,64,67,82,92,64,63,71,6,6,4,9,2,yes,no,yes,full stack,hacking,no,yes,excellent,poor,Software Engineering,security,higherstudies,Finance,yes,no,Autobiographies,salary,no,gentle,Technical,salary,hard worker,yes,no,Applications Developer
76,70,88,68,65,84,88,76,60,5,3,3,6,3,no,yes,no,shell programming,database security,no,yes,medium,poor,Management,testing,higherstudies,Product based,yes,no,Self help,salary,no,gentle,Technical,work,hard worker,no,yes,Applications Developer
85,77,87,66,87,90,85,77,85,11,3,5,5,7,no,yes,yes,r programming,data science,no,yes,poor,excellent,hacking,cloud computing,job,Web Services,yes,yes,Series,salary,yes,stubborn,Management,salary,smart worker,no,yes,Applications Developer
78,72,80,70,74,90,82,78,74,7,7,1,6,5,yes,yes,no,shell programming,database security,yes,yes,medium,excellent,Computer Architecture,security,higherstudies,Testing and Maintainance Services,no,no,Poetry,salary,no,gentle,Technical,work,hard worker,no,yes,Applications Developer
87,93,90,72,72,88,73,68,68,5,3,5,4,1,no,no,no,shell programming,web technologies,no,no,medium,excellent,cloud computing,system developer,higherstudies,Sales and Marketing,no,yes,Mystery,salary,yes,stubborn,Technical,salary,hard worker,no,no,Applications Developer
60,86,77,75,62,84,90,73,61,10,6,3,3,4,no,no,yes,shell programming,system designing,yes,no,excellent,medium,cloud computing,security,higherstudies,Cloud Services,no,no,Science fiction,Work,no,stubborn,Management,work,smart worker,yes,yes,Applications Developer
68,64,78,89,91,84,93,90,60,12,1,0,7,8,yes,yes,no,python,system designing,no,no,poor,medium,parallel computing,developer,job,Product based,no,no,Prayer books,salary,no,gentle,Technical,salary,hard worker,yes,no,Applications Developer
64,70,77,88,61,66,62,83,89,5,6,6,2,5,yes,yes,no,machine learning,web technologies,yes,no,excellent,excellent,programming,testing,higherstudies,Web Services,no,no,Series,Work,no,gentle,Technical,salary,hard worker,yes,yes,Applications Developer
93,68,87,63,77,88,72,91,69,6,6,0,7,8,no,yes,yes,hadoop,game development,no,no,medium,medium,cloud computing,Business process analyst,job,Product based,no,yes,Travel,Work,yes,gentle,Management,salary,hard worker,yes,yes,Applications Developer
78,84,79,76,82,83,90,92,80,11,1,4,6,6,yes,no,yes,python,testing,no,no,poor,excellent,hacking,security,job,Product based,no,no,Horror,Work,no,stubborn,Management,salary,smart worker,yes,no,Applications Developer
74,73,92,94,60,66,61,93,88,10,5,6,2,2,no,no,no,r programming,database security,yes,no,medium,excellent,hacking,developer,higherstudies,SAaS services,no,no,Series,salary,no,stubborn,Technical,work,smart worker,no,no,Applications Developer
88,77,60,75,79,84,70,65,93,4,5,5,2,3,no,no,no,shell programming,hacking,yes,no,excellent,poor,IOT,cloud computing,job,Finance,no,no,Cookbooks,salary,yes,gentle,Management,work,smart worker,no,yes,Applications Developer
84,88,82,90,65,72,75,90,84,4,6,3,3,6,no,no,no,shell programming,testing,no,no,excellent,excellent,Management,cloud computing,job,Testing and Maintainance Services,no,yes,Trilogy,Work,yes,stubborn,Management,salary,smart worker,no,yes,Applications Developer
70,60,76,70,60,84,77,80,90,6,4,3,2,5,no,yes,no,python,web technologies,yes,no,poor,poor,IOT,developer,job,SAaS services,yes,yes,Religion-Spirituality,salary,no,gentle,Technical,work,smart worker,yes,yes,Applications Developer
80,60,85,81,67,76,91,86,71,4,2,2,7,8,no,no,yes,information security,data science,yes,no,excellent,medium,Computer Architecture,system developer,higherstudies,Finance,no,no,Horror,Work,yes,stubborn,Technical,work,smart worker,yes,no,Applications Developer
73,68,66,86,83,61,93,65,80,4,6,6,4,1,no,yes,no,shell programming,system designing,yes,no,excellent,excellent,IOT,Business process analyst,job,BPA,no,yes,Biographies,Work,yes,gentle,Technical,work,hard worker,yes,no,Applications Developer
72,94,83,93,85,65,74,85,91,7,6,3,9,1,yes,no,yes,distro making,web technologies,no,yes,poor,medium,Management,developer,higherstudies,Sales and Marketing,yes,yes,Trilogy,Work,yes,gentle,Management,salary,hard worker,no,no,Applications Developer
73,70,91,93,94,84,66,93,63,7,3,0,7,3,no,yes,yes,full stack,testing,yes,no,poor,excellent,programming,cloud computing,higherstudies,Product based,no,no,Biographies,Work,yes,stubborn,Technical,salary,smart worker,no,yes,Applications Developer
89,88,88,85,78,88,61,89,60,7,9,2,5,9,yes,no,no,distro making,data science,no,yes,poor,excellent,Management,cloud computing,job,product development,yes,no,Health,Work,yes,stubborn,Management,work,smart worker,yes,yes,Applications Developer
66,72,74,66,80,79,75,78,77,8,3,2,4,1,no,yes,no,machine learning,database security,yes,no,medium,excellent,IOT,cloud computing,job,product development,no,no,Science fiction,Work,no,gentle,Technical,work,hard worker,yes,yes,Applications Developer
74,63,81,71,64,83,73,65,79,6,3,5,1,5,yes,no,no,app development,web technologies,yes,yes,medium,poor,cloud computing,developer,higherstudies,Service Based,yes,yes,Mystery,salary,yes,gentle,Management,salary,smart worker,yes,no,Applications Developer
89,76,71,83,86,73,80,69,81,11,2,2,2,2,no,yes,no,shell programming,testing,yes,yes,medium,poor,parallel computing,developer,job,Web Services,yes,yes,Mystery,Work,yes,stubborn,Technical,salary,smart worker,yes,yes,Applications Developer
89,72,87,66,94,68,66,81,66,12,5,3,9,6,no,yes,yes,distro making,hacking,yes,no,excellent,medium,hacking,developer,job,Service Based,no,no,Anthology,salary,no,stubborn,Management,salary,hard worker,no,yes,Applications Developer
85,79,67,85,88,93,91,71,75,11,6,6,4,3,no,no,yes,shell programming,game development,no,yes,excellent,medium,parallel computing,system developer,higherstudies,Finance,no,no,Health,salary,no,stubborn,Management,salary,hard worker,no,no,Applications Developer
61,65,84,74,60,90,85,67,93,10,3,4,1,1,no,yes,no,hadoop,data science,no,no,poor,medium,IOT,cloud computing,job,Web Services,yes,no,Health,salary,no,stubborn,Technical,salary,smart worker,yes,no,Applications Developer
77,61,62,82,89,83,86,78,80,11,9,4,4,2,no,no,no,shell programming,game development,no,yes,poor,excellent,IOT,Business process analyst,higherstudies,Service Based,yes,yes,Action and Adventure,salary,no,stubborn,Management,work,hard worker,yes,yes,Applications Developer
93,60,80,62,70,68,93,81,93,12,4,0,6,4,no,no,no,r programming,data science,yes,yes,excellent,poor,Computer Architecture,developer,higherstudies,Sales and Marketing,no,yes,Guide,salary,no,stubborn,Technical,salary,hard worker,yes,yes,Applications Developer
70,65,62,68,62,90,73,71,64,6,1,3,7,5,yes,no,no,r programming,database security,yes,no,poor,poor,hacking,security,job,BPA,no,yes,Diaries,salary,yes,stubborn,Technical,salary,hard worker,no,yes,Applications Developer
86,67,87,64,82,64,79,91,70,9,4,3,8,9,no,no,no,machine learning,game development,yes,no,medium,poor,networks,testing,job,Service Based,no,yes,Cookbooks,Work,yes,gentle,Technical,salary,smart worker,no,no,Applications Developer
94,61,85,90,79,69,70,75,68,4,4,0,8,7,no,yes,no,shell programming,cloud computing,no,yes,medium,poor,cloud computing,security,higherstudies,Finance,no,no,Biographies,salary,yes,gentle,Management,work,smart worker,yes,no,Applications Developer
82,94,63,82,76,88,75,63,93,12,8,5,1,4,yes,yes,no,hadoop,testing,yes,yes,excellent,excellent,Computer Architecture,system developer,higherstudies,Web Services,yes,no,Drama,Work,yes,gentle,Technical,salary,hard worker,no,no,Applications Developer
74,64,87,66,93,67,80,68,75,4,4,6,2,8,yes,no,yes,distro making,web technologies,yes,no,excellent,medium,programming,cloud computing,job,Sales and Marketing,yes,yes,Math,salary,yes,stubborn,Management,salary,hard worker,no,no,Applications Developer
75,65,89,92,90,69,93,60,78,5,5,3,7,3,yes,no,no,hadoop,system designing,yes,no,poor,poor,Management,system developer,higherstudies,SAaS services,no,yes,Guide,salary,no,stubborn,Technical,salary,smart worker,no,no,Applications Developer
84,83,94,83,88,70,73,87,92,5,2,2,2,3,no,yes,yes,hadoop,game development,no,yes,excellent,excellent,Computer Architecture,Business process analyst,job,Cloud Services,no,no,Romance,salary,no,gentle,Management,salary,smart worker,no,no,Applications Developer
64,72,60,61,89,93,64,86,67,8,8,1,2,8,no,no,no,hadoop,game development,no,yes,medium,excellent,parallel computing,testing,job,Finance,no,yes,Biographies,salary,yes,gentle,Technical,salary,hard worker,yes,yes,Applications Developer
75,92,92,86,87,66,72,86,65,8,2,3,4,8,yes,yes,no,shell programming,game development,yes,no,medium,excellent,programming,system developer,higherstudies,Web Services,yes,yes,Poetry,Work,yes,stubborn,Technical,salary,hard worker,yes,no,Applications Developer
63,77,92,72,67,86,82,93,88,10,2,5,9,1,yes,no,no,shell programming,system designing,yes,no,excellent,poor,programming,system developer,job,product development,no,yes,Romance,Work,yes,stubborn,Management,work,hard worker,no,yes,Applications Developer
93,71,82,68,82,82,77,87,88,12,7,4,9,3,no,yes,no,app development,data science,yes,no,poor,excellent,Software Engineering,cloud computing,job,Cloud Services,no,yes,Guide,Work,yes,gentle,Technical,salary,smart worker,no,yes,Applications Developer
82,68,93,94,63,81,61,71,62,12,5,3,6,4,no,no,yes,distro making,cloud computing,no,no,medium,poor,Management,testing,job,Finance,no,yes,Guide,Work,yes,gentle,Technical,work,hard worker,yes,no,Applications Developer
72,83,74,85,68,79,63,74,84,9,6,3,2,7,yes,yes,yes,hadoop,hacking,yes,no,medium,excellent,parallel computing,developer,job,SAaS services,yes,yes,Encyclopedias,Work,no,stubborn,Technical,work,hard worker,yes,no,Applications Developer
74,75,72,64,74,90,81,74,60,12,9,0,1,5,no,no,yes,machine learning,web technologies,yes,yes,excellent,medium,parallel computing,Business process analyst,higherstudies,Cloud Services,yes,no,Math,Work,yes,gentle,Management,salary,smart worker,yes,no,Applications Developer
92,93,63,80,84,77,71,86,83,8,4,3,6,7,no,no,yes,machine learning,hacking,yes,no,excellent,medium,Computer Architecture,developer,job,Sales and Marketing,yes,yes,Religion-Spirituality,Work,no,gentle,Management,salary,smart worker,yes,no,Applications Developer
63,61,85,64,63,82,80,67,74,7,6,1,1,6,yes,no,no,machine learning,cloud computing,yes,yes,excellent,excellent,programming,developer,higherstudies,Cloud Services,no,no,Autobiographies,salary,no,gentle,Technical,salary,smart worker,yes,no,Applications Developer
61,77,73,87,76,90,82,78,67,8,5,0,7,2,yes,yes,yes,python,cloud computing,no,no,poor,poor,cloud computing,Business process analyst,job,BPA,yes,no,Dictionaries,Work,no,gentle,Technical,work,smart worker,no,yes,Applications Developer
75,94,66,61,61,61,78,90,82,8,7,3,8,9,yes,yes,yes,full stack,hacking,no,no,medium,excellent,cloud computing,Business process analyst,job,Cloud Services,yes,yes,Encyclopedias,Work,yes,stubborn,Management,salary,smart worker,yes,no,Applications Developer
70,78,71,84,90,71,80,65,83,10,6,0,6,4,yes,no,yes,python,hacking,yes,yes,poor,medium,programming,testing,higherstudies,Service Based,yes,no,Biographies,Work,no,stubborn,Management,work,smart worker,yes,yes,Applications Developer
64,88,60,69,91,87,81,88,72,8,5,4,6,3,no,yes,no,full stack,testing,yes,no,poor,medium,cloud computing,system developer,higherstudies,Web Services,yes,yes,Math,salary,yes,stubborn,Management,work,smart worker,yes,yes,Applications Developer
80,63,92,79,72,80,78,63,60,12,2,2,4,6,no,yes,yes,shell programming,data science,yes,yes,medium,excellent,programming,security,job,Product based,no,no,Fantasy,salary,no,gentle,Management,salary,smart worker,no,yes,Applications Developer
71,82,74,74,72,86,61,65,83,6,2,0,1,8,no,yes,yes,distro making,data science,yes,no,poor,medium,programming,Business process analyst,job,Testing and Maintainance Services,yes,yes,Mystery,salary,no,stubborn,Technical,work,smart worker,no,no,Applications Developer
94,78,91,83,83,92,65,64,83,8,4,6,8,3,yes,no,no,machine learning,data science,yes,no,excellent,medium,Management,Business process analyst,job,Sales and Marketing,no,no,Trilogy,salary,yes,gentle,Technical,salary,smart worker,no,yes,Applications Developer
66,84,72,80,89,75,88,92,74,11,7,6,3,9,yes,no,yes,full stack,system designing,yes,yes,medium,poor,Computer Architecture,testing,higherstudies,Web Services,yes,yes,Cookbooks,Work,yes,gentle,Technical,work,hard worker,yes,yes,Applications Developer
88,68,77,87,62,91,66,73,90,12,4,6,8,4,no,yes,yes,information security,database security,no,yes,excellent,poor,cloud computing,testing,job,Testing and Maintainance Services,no,no,Horror,salary,yes,stubborn,Management,salary,hard worker,no,no,Applications Developer
62,76,68,90,65,77,81,85,90,6,4,5,7,4,no,yes,yes,information security,game development,yes,yes,poor,poor,Management,Business process analyst,job,Product based,yes,no,Romance,salary,no,gentle,Technical,work,hard worker,no,yes,Applications Developer
83,81,88,61,74,90,85,67,64,10,4,3,2,1,no,no,no,information security,hacking,no,no,poor,medium,IOT,system developer,higherstudies,Testing and Maintainance Services,no,yes,Romance,salary,yes,stubborn,Management,work,smart worker,yes,yes,Applications Developer
